1_159,17,0.5850409,1.3218603,0.9858087,0,0.3450449,0.7890233,1.0725845,0.2703968,0.18768123,0.29175913,0.98125964,0.5802845,1.0417514,0.8690238,1.5381263,0.6573235,0,0.86921465,0.7858827,0.5649169,0.54829097,1.1789541,0.6766497,0.569486,1.1895387,0.98033476,0.59343964,0.50706875,0,1.0229789,1.1816655,0.53368664
1_277,17,0.6002674,1.3220474,0.97679096,0,0.5058974,0.9263129,1.1304461,0.19353262,0.23965766,0.0725978,0.686069,0.5318102,0.72368586,0.7099116,0.9302423,0.3264551,0,0.9552952,0.607152,0.53489,0.50497085,1.0280757,0.4779805,0.37897298,1.6566396,1.0227764,0.056628454,0.7797396,0,0.9504032,1.299517,0.471817
1_378,17,0.55485857,1.0792112,0.87350345,0,0.5279017,1.0570183,1.1502624,0.29385808,0.09616384,0.36243856,0.9787654,0.31765223,0.77201355,1.0089351,1.0749469,0.6134089,0,0.9237778,0.81713355,0.3429011,0.29994816,1.0760502,0.6504711,0.41053632,1.3967006,0.9119121,0.54403263,0.57382184,0,0.8101257,1.2183794,0.42057303
1_480,17,0.64928985,1.0845423,1.1925983,0,0.602533,1.1266584,1.2293113,0.16257551,0.19608875,0.53323615,1.0111783,0.4388079,0.6538433,1.197851,0.8476336,0.4394636,0,0.72784364,0.9165096,0.33074176,0.2586763,0.9448434,0.5430473,0.37826738,1.1246953,0.74602365,0.41374812,0.5544284,0,0.9005873,1.0036616,0.35687098
1_509,17,0.9622903,1.1259463,1.2059058,0,0.37272877,0.9019011,1.5242289,0.031888038,0.040891185,0.36040497,1.2995588,0.55364573,0.774068,1.0510352,0.91910577,0.9511856,0.099866495,0.46234888,0.7130825,0.41013405,0.1640048,1.239322,0.6283207,0.5054512,1.1515708,0.43002015,0.75030285,0.8597866,0,0.6828941,1.1763626,0.39305928
1_573,17,1.1663189,0.91378427,0.89687157,0,0.37913775,0.5846442,1.3687872,0.27626893,0,0.40415734,1.3449298,0.43167108,1.0058874,0.8866788,0.95965767,0.92469,0.13044973,0.37972778,0.49999046,0.38148507,0.19059794,1.2154039,0.45493507,0.44449374,1.1783736,0.4650967,0.9678479,0.9181542,0,0.6323627,1.2416903,0.56371593
1_630,17,0.61594373,1.4505173,1.1129401,0,0.5005833,0.6239083,1.0186071,0.3293089,0.1382999,0.29925692,0.8971258,0.5498809,0.6884911,0.8930391,0.8176135,0.26143464,0,0.84577,0.8313195,0.2884425,0.5850899,0.71739185,0.47791922,0.2555022,1.372855,0.84871185,0.24682663,0.9320726,0,1.1972682,1.0719842,0.6452049
1_b_395,17,0.77759856,1.3176397,0.96804863,0,0.5330231,0.72254074,1.2510237,0.2892001,0.16269815,0.3181852,0.9365485,0.49780923,0.7506412,0.95176315,1.1295946,0.44671896,0,0.8113388,0.7589006,0.29550326,0.45053354,0.8953128,0.53932047,0.2473236,1.2364163,0.86987936,0.49858135,0.5808479,0,0.88224816,1.18254,0.40289143
1_b_77,17,0.5837485,1.2785869,0.90375286,0,0.4229884,0.77147806,1.2623667,0.48373547,0.12621671,0.35847127,1.1059905,0.53013676,0.76823294,1.0181773,0.9174304,0.503242,0,0.8967409,0.85825425,0.23937349,0.4599979,0.85056746,0.5731287,0.2598404,1.372927,0.6645746,0.53563523,0.51531327,0,0.95505655,0.9660307,0.37890914
10_108,17,0.768352,0.8040887,1.3061433,0,0.28599757,0.77347505,1.0869653,0.49836335,0.51251733,0.1921938,1.086335,0.713321,0.52935374,1.4696454,0.81668866,0.6210997,0,1.0034332,0.7611676,0.39018217,0.4917359,1.3219215,0.6208755,0.5918946,1.0881228,0.60514903,0.6216807,0.4360232,0,1.2020863,1.1565123,0.58934796
