1_305,15,0.4505353,1.0650555,1.301444,0,0.64486253,0.8962071,1.0617019,0.12871888,0.16866279,0.6636361,0.83965546,0.37792897,0.7343682,1.559553,1.217635,0.76645017,0,0.7604562,1.0738539,0.35192,0.16564028,1.3149766,0.5352906,1.107937,0.9783039,0.7971318,0.8737994,0.8273954,0,0.8534969,1.2545556,0.61655605
1_595,15,0.6677793,1.0310767,1.215613,0,0.7194028,1.1055056,1.2288803,0.15151319,0,0.63223124,1.0387129,0.58133346,0.6471014,1.4365963,0.7954974,0.6644914,0.08537039,0.7428373,0.88160366,0.2542004,0.18833774,1.2293608,0.45444798,0.8770696,1.2945063,0.5538968,0.6925962,1.0338986,0,0.71752477,1.2867993,0.18330547
1_624,15,0.8763569,1.0418313,1.4059554,0,0.6615014,1.282957,1.0638468,0,0,0.7141782,1.0768442,0.19642465,0.9464363,1.3410531,0.97830534,0.7925105,0.113015436,0.6471894,0.9162443,0.36912984,0.1928597,1.3917477,0.4830383,0.8607893,1.2151905,0.69324195,0.96823806,0.9876992,0,0.716411,1.1683111,0.44629565
10_106,15,0.21583012,0.8491045,1.8212909,0,0.8586365,0.79735935,0.96232283,0.2138162,0.83629227,0.58749735,0.94677734,0.52446336,0.37219936,2.10534,0.79042304,1.0473049,0,0.88854384,1.0105443,0.75653136,0.8733103,0.8426093,0.9198717,0.51223826,0.7122227,0.4780532,0.8642073,0.53059286,0,1.2493119,0.49455953,0.58836067
10_260,15,0.28047946,0.7469493,1.671259,0,0.8546555,0.8679478,1.1542891,0.117936224,0.55185187,0.44855207,1.1509354,0.15468493,0.574965,1.8096105,0.9713838,0.82625306,0,0.6291282,0.9730292,0.5360392,0.39558446,1.2588402,0.72266054,0.8191333,0.71512634,0.5941775,1.2601763,0.5393202,0,0.8685281,0.5370915,0.563956
10_397,15,0.2710266,0.9918916,1.4698944,0,0.768119,0.82124186,0.9844661,0.14777622,0.5801226,0.60732496,0.72693604,0.69080234,0.3767283,2.0916724,1.1351181,0.61200607,0,0.92926526,1.0854659,0.49415106,0.568955,1.0414139,0.7396219,1.1587486,0.8254873,0.5836576,1.0791627,0.6272176,0,1.1017047,0.910215,0.5440035
10_45,15,0.20157343,0.9619826,1.4775798,0,0.9592742,0.89120626,1.0192554,0.2519277,0.7558013,0.44634312,0.8019012,0.46712524,0.17929082,2.0085468,1.0715629,0.5431918,0,1.0458179,1.0981917,0.8911194,0.8872677,0.7533227,1.1453394,0.75123215,0.7282604,0.82662904,0.9702017,0.43344587,0,1.3755758,0.5422015,0.83941185
10_626,15,0.11675209,0.8148327,1.7059532,0,0.78652644,0.6683246,1.0300208,0.18496141,1.0877392,0.49754345,0.72436124,0.7438076,0.24346146,2.10573,1.0655632,0.80700207,0,0.89009905,1.1602647,0.528933,0.57094765,0.97248757,0.8609301,1.1384219,0.89502525,0.71409535,0.9170955,0.41008618,0,1.1562496,0.9652827,0.5466031
10_711,15,0.24550855,0.89752436,1.7811369,0,0.866086,0.7864368,1.1037498,0.20922777,0.7412731,0.49822795,0.78819233,0.57210183,0.4021742,2.3213792,0.9919628,0.7601321,0,0.7746967,0.9558821,0.662364,0.6969956,0.8705826,0.9148966,0.7081759,0.46011412,0.6933625,1.0780097,0.4025554,0,1.2054213,0.39554453,0.51516664
10_89,15,0.1788351,0.91654134,1.5612273,0,0.9831544,0.7065551,1.0453174,0.25914386,1.1018705,0.49401712,0.94111216,0.58660185,0.11324424,2.0373192,1.0461568,0.9542967,0,0.95804715,1.1534349,0.897544,0.7744026,0.79823697,1.1103138,0.7993134,0.8441441,0.69391537,0.99552935,0.53378594,0,1.3552684,0.6577811,0.77634144
